Theory	SID	TID	Binding	NLSentence	OrigSentences	Triple/RuleIDs	Triples/Rule
AttNoneg1225-theory	sent8	1008		A big person who looks blue is also going to look young.	If someone is blue and big then they are young.	rule5	((("someone" "is" "blue" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "young" "+"))
AttNoneg1225-theory	sent9	1082		A young aged blue person will certainly be nice.	If someone is young and blue then they are nice.	rule6	((("someone" "is" "young" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg1225-theory	sent10	1373		If someone is young at heart and has big toes as well as being nice to others then you'll see that they are also kind to children.	If someone is young and big and nice then they are kind.	rule7	((("someone" "is" "young" "+") ("someone" "is" "big" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "kind" "+"))

AttNoneg1226-theory	sent1	483	Alan	There is a very nice young man with a round body who is wearing green named Alan.	Alan is young. Alan is round. Alan is nice. Alan is green. 	triple1 triple2 triple3 triple4 	("Alan" "is" "young" "+") ("Alan" "is" "round" "+") ("Alan" "is" "nice" "+") ("Alan" "is" "green" "+") 
AttNoneg1226-theory	sent2	78	Charlie	Charlie grew up in a family with six other boys and that make him a rough guy.  Right now he's feeling blue because his dog is sick.	Charlie is rough. Charlie is blue. 	triple5 triple6 	("Charlie" "is" "rough" "+") ("Charlie" "is" "blue" "+") 
AttNoneg1226-theory	sent3	306	Fred	Fred may seem round and rough, but he's actually nice. Don't be intimidated by his blue skin and big body.	Fred is round. Fred is rough. Fred is nice. Fred is blue. Fred is big. 	triple7 triple8 triple9 triple10 triple11 	("Fred" "is" "round" "+") ("Fred" "is" "rough" "+") ("Fred" "is" "nice" "+") ("Fred" "is" "blue" "+") ("Fred" "is" "big" "+") 
AttNoneg1226-theory	sent4	423	Harry	They always call him rough Harry.	Harry is rough. 	triple12 	("Harry" "is" "rough" "+") 
AttNoneg1226-theory	sent5	710		Nice people that are blue because they are cold turn green with envy.	If someone is blue and nice and cold then they are green.	rule1	((("someone" "is" "blue" "+") ("someone" "is" "nice" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "green" "+"))
AttNoneg1226-theory	sent6	835		If the description of nice and green applies to somebody, the description of young will, too.	If someone is green and nice then they are young.	rule2	((("someone" "is" "green" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "young" "+"))
AttNoneg1226-theory	sent7	1126		Someone who is not kind, will see red and be cold, which leads them to always feel blue.	If someone is kind and red and cold then they are blue.	rule3	((("someone" "is" "kind" "+") ("someone" "is" "red" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "blue" "+"))
AttNoneg1226-theory	sent8	1135		Big people who are round in stature and also feel rough are often cold to other people.	If someone is big and rough and round then they are cold.	rule4	((("someone" "is" "big" "+") ("someone" "is" "rough" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "cold" "+"))
AttNoneg1226-theory	sent9	1909		Someone who is very rough and big in size, and also has a round physique tend to be very cold.	If someone is rough and big and round then they are cold.	rule5	((("someone" "is" "rough" "+") ("someone" "is" "big" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "cold" "+"))
AttNoneg1226-theory	sent10	2012		Big people who at the same time are cold hearted and nice are a conundrum but they are also kind.	If someone is cold and nice and big then they are kind.	rule6	((("someone" "is" "cold" "+") ("someone" "is" "nice" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "kind" "+"))

AttNoneg1227-theory	sent1	432	Alan	Alan is big and rough.	Alan is rough. Alan is big. 	triple1 triple2 	("Alan" "is" "rough" "+") ("Alan" "is" "big" "+") 
AttNoneg1227-theory	sent2	337	Bob	Bob is green, which is a possible explanation for why he is so nice.	Bob is nice. Bob is green. 	triple3 triple4 	("Bob" "is" "nice" "+") ("Bob" "is" "green" "+") 
AttNoneg1227-theory	sent3	647	Dave	Dave is so young and darling he is kind to all the old people on the block.	Dave is young. Dave is kind. 	triple5 triple6 	("Dave" "is" "young" "+") ("Dave" "is" "kind" "+") 
AttNoneg1227-theory	sent4	571	Harry	Harry is young and rough and comes across as cold, but he is just young and green. Really, he is as nice and kind as you could want.	Harry is young. Harry is rough. Harry is nice. Harry is kind. Harry is green. Harry is cold. 	triple7 triple8 triple9 triple10 triple11 triple12 	("Harry" "is" "young" "+") ("Harry" "is" "rough" "+") ("Harry" "is" "nice" "+") ("Harry" "is" "kind" "+") ("Harry" "is" "green" "+") ("Harry" "is" "cold" "+") 
AttNoneg1227-theory	sent5	916		Big and green people who feel cold are usually young in age.	If someone is green and big and cold then they are young.	rule1	((("someone" "is" "green" "+") ("someone" "is" "big" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "young" "+"))
AttNoneg1227-theory	sent6	957		A person who is nice and green with envy is round.	If someone is nice and green then they are round.	rule2	((("someone" "is" "nice" "+") ("someone" "is" "green" "+")) -> ("someone" "is" "round" "+"))
AttNoneg1227-theory	sent7	983		Young, round, and cold people have a habit of looking pretty red.	If someone is cold and young and round then they are red.	rule3	((("someone" "is" "cold" "+") ("someone" "is" "young" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "red" "+"))
AttNoneg1227-theory	sent8	1145		Anyone that is a red, nice soul will be big, too.	If someone is red and nice then they are big.	rule4	((("someone" "is" "red" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "big" "+"))
AttNoneg1227-theory	sent9	1373		If someone is young at heart and has big toes as well as being nice to others then you'll see that they are also kind to children.	If someone is young and big and nice then they are kind.	rule5	((("someone" "is" "young" "+") ("someone" "is" "big" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1227-theory	sent10	1480		A kind person who is big in size is definitely young.	If someone is kind and big then they are young.	rule6	((("someone" "is" "kind" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "young" "+"))
AttNoneg1227-theory	sent11	2294		If someone is red and green and feeels rough, they are kind.	If someone is rough and green and red then they are kind.	rule7	((("someone" "is" "rough" "+") ("someone" "is" "green" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "kind" "+"))

AttNoneg1228-theory	sent1	309	Bob	Rough Bob can be nice and kind looking green.	Bob is rough. Bob is nice. Bob is kind. Bob is green. 	triple1 triple2 triple3 triple4 	("Bob" "is" "rough" "+") ("Bob" "is" "nice" "+") ("Bob" "is" "kind" "+") ("Bob" "is" "green" "+") 
AttNoneg1228-theory	sent2	469	Charlie	Charlie is round shaped and green colored.	Charlie is round. Charlie is green. 	triple5 triple6 	("Charlie" "is" "round" "+") ("Charlie" "is" "green" "+") 
AttNoneg1228-theory	sent3	328	Dave	Dave wears all blue.	Dave is blue. 	triple7 	("Dave" "is" "blue" "+") 
AttNoneg1228-theory	sent4	20	Fred	Fred is a fairly round person for being as nice as he is. He is also blue because of his rough upbringing. He gets red when he talks about it.	Fred is round. Fred is rough. Fred is red. Fred is nice. Fred is blue. 	triple8 triple9 triple10 triple11 triple12 	("Fred" "is" "round" "+") ("Fred" "is" "rough" "+") ("Fred" "is" "red" "+") ("Fred" "is" "nice" "+") ("Fred" "is" "blue" "+") 
AttNoneg1228-theory	sent5	1530		People with blue and red skin color are also green.	If someone is blue and red then they are green.	rule1	((("someone" "is" "blue" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "green" "+"))
AttNoneg1228-theory	sent6	1596		Nice people who are big are always cold because they can't find space near the heater.	If someone is big and nice then they are cold.	rule2	((("someone" "is" "big" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "cold" "+"))
AttNoneg1228-theory	sent7	1912		Being green and rough are signs that someone is big.	If someone is green and rough then they are big.	rule3	((("someone" "is" "green" "+") ("someone" "is" "rough" "+")) -> ("someone" "is" "big" "+"))
AttNoneg1228-theory	sent8	2334		People who are nice and kind are somewhat young.	If someone is kind and nice then they are young.	rule4	((("someone" "is" "kind" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "young" "+"))

AttNoneg1229-theory	sent1	364	Eric	Eric is a nice, kind young man.  Eric keeps a sweater with him because he is always cold.	Eric is young. Eric is nice. Eric is kind. Eric is cold. 	triple1 triple2 triple3 triple4 	("Eric" "is" "young" "+") ("Eric" "is" "nice" "+") ("Eric" "is" "kind" "+") ("Eric" "is" "cold" "+") 
AttNoneg1229-theory	sent2	111	Fred	Fred has rough skin so it is red. He is big but so very kind.	Fred is rough. Fred is red. Fred is kind. Fred is big. 	triple5 triple6 triple7 triple8 	("Fred" "is" "rough" "+") ("Fred" "is" "red" "+") ("Fred" "is" "kind" "+") ("Fred" "is" "big" "+") 
AttNoneg1229-theory	sent3	28	Harry	To the touch Harry has rough, cold skin.	Harry is rough. Harry is cold. 	triple9 triple10 	("Harry" "is" "rough" "+") ("Harry" "is" "cold" "+") 
AttNoneg1229-theory	sent4	671		A big person who feels cold and has blue skin is a nice person.	If someone is cold and blue and big then they are nice.	rule1	((("someone" "is" "cold" "+") ("someone" "is" "blue" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg1229-theory	sent5	1056		Big and round people can't help but be cold all of the time.	If someone is big and round then they are cold.	rule2	((("someone" "is" "big" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "cold" "+"))
AttNoneg1229-theory	sent6	1242		A person with a rough quality is also a person with a blue quality.	If someone is rough then they are blue.	rule3	((("someone" "is" "rough" "+")) -> ("someone" "is" "blue" "+"))
AttNoneg1229-theory	sent7	1367		If someone has a red complexion that is rough and feels blue then you'll see they are rather nice.	If someone is red and rough and blue then they are nice.	rule4	((("someone" "is" "red" "+") ("someone" "is" "rough" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg1229-theory	sent8	1945		A rough, big, and round person can't help but be kind as well.	If someone is rough and big and round then they are kind.	rule5	((("someone" "is" "rough" "+") ("someone" "is" "big" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1229-theory	sent9	2003		Nice people are cold people.	If someone is nice then they are cold.	rule6	((("someone" "is" "nice" "+")) -> ("someone" "is" "cold" "+"))

AttNoneg1230-theory	sent1	508	Alan	Alan fits the description of someone who is rough, red and blue.	Alan is rough. Alan is red. Alan is blue. 	triple1 triple2 triple3 	("Alan" "is" "rough" "+") ("Alan" "is" "red" "+") ("Alan" "is" "blue" "+") 
AttNoneg1230-theory	sent2	411	Bob	Bob is a nice person who is red because he has a rash.	Bob is red. Bob is nice. 	triple4 triple5 	("Bob" "is" "red" "+") ("Bob" "is" "nice" "+") 
AttNoneg1230-theory	sent3	622	Eric	Eric is young, he is also red and green.	Eric is young. Eric is red. Eric is green. 	triple6 triple7 triple8 	("Eric" "is" "young" "+") ("Eric" "is" "red" "+") ("Eric" "is" "green" "+") 
AttNoneg1230-theory	sent4	17	Harry	Others enjoy Harry's company because he is so nice and kind.	Harry is nice. Harry is kind. 	triple9 triple10 	("Harry" "is" "nice" "+") ("Harry" "is" "kind" "+") 
AttNoneg1230-theory	sent5	722		A big person who is red and nice to others is also young.	If someone is red and nice and big then they are young.	rule1	((("someone" "is" "red" "+") ("someone" "is" "nice" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "young" "+"))
AttNoneg1230-theory	sent6	772		A young aged and blue colored person will certainly be round.	If someone is young and blue then they are round.	rule2	((("someone" "is" "young" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "round" "+"))
AttNoneg1230-theory	sent7	883		A red colored person who is kind and feels cold is usually considered nice.	If someone is red and kind and cold then they are nice.	rule3	((("someone" "is" "red" "+") ("someone" "is" "kind" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg1230-theory	sent8	1267		Red people feel blue about it.	If someone is red then they are blue.	rule4	((("someone" "is" "red" "+")) -> ("someone" "is" "blue" "+"))
AttNoneg1230-theory	sent9	1552		Young people green with envy are so focused on themselves that they are often describe as cold. That is misleading though because these people are also kind.	If someone is green and cold and young then they are kind.	rule5	((("someone" "is" "green" "+") ("someone" "is" "cold" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1230-theory	sent10	1564		Blue, young and round people are usually big.	If someone is blue and young and round then they are big.	rule6	((("someone" "is" "blue" "+") ("someone" "is" "young" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "big" "+"))

AttNoneg1231-theory	sent1	380	Bob	From a certain angle Bob is blue but he is young so maybe that will go away.	Bob is young. Bob is blue. 	triple1 triple2 	("Bob" "is" "young" "+") ("Bob" "is" "blue" "+") 
AttNoneg1231-theory	sent2	38	Dave	Dave, a blue and green creature, was also big, rough and kind to others.	Dave is rough. Dave is kind. Dave is green. Dave is blue. Dave is big. 	triple3 triple4 triple5 triple6 triple7 	("Dave" "is" "rough" "+") ("Dave" "is" "kind" "+") ("Dave" "is" "green" "+") ("Dave" "is" "blue" "+") ("Dave" "is" "big" "+") 
AttNoneg1231-theory	sent3	261	Eric	Eric became so big that he is now very round. Fortunately the rather green man is still nice.	Eric is round. Eric is nice. Eric is green. Eric is big. 	triple8 triple9 triple10 triple11 	("Eric" "is" "round" "+") ("Eric" "is" "nice" "+") ("Eric" "is" "green" "+") ("Eric" "is" "big" "+") 
AttNoneg1231-theory	sent4	673		A cold person with a round figure who is kind to others is nice as well.	If someone is kind and cold and round then they are nice.	rule1	((("someone" "is" "kind" "+") ("someone" "is" "cold" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg1231-theory	sent5	1072		Whenever you are around kind and green people, you will notice they are very red.	If someone is kind and green then they are red.	rule2	((("someone" "is" "kind" "+") ("someone" "is" "green" "+")) -> ("someone" "is" "red" "+"))
AttNoneg1231-theory	sent6	1102		People who are blue and red and kind are described as being green.	If someone is red and kind and blue then they are green.	rule3	((("someone" "is" "red" "+") ("someone" "is" "kind" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "green" "+"))
AttNoneg1231-theory	sent7	1473		As someone can be round and rough, they can also be nice and kind.	If someone is nice and round and rough then they are kind.	rule4	((("someone" "is" "nice" "+") ("someone" "is" "round" "+") ("someone" "is" "rough" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1231-theory	sent8	1571		Kind people,though green,tend to be nice.	If someone is kind and green then they are nice.	rule5	((("someone" "is" "kind" "+") ("someone" "is" "green" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg1231-theory	sent9	1954		A person who is very round is nice but also quite rough.	If someone is round and nice then they are rough.	rule6	((("someone" "is" "round" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "rough" "+"))
AttNoneg1231-theory	sent10	2079		Young people are rough.	If someone is young then they are rough.	rule7	((("someone" "is" "young" "+")) -> ("someone" "is" "rough" "+"))

AttNoneg1232-theory	sent1	497	Alan	Alan is a very rough person. As expected, he's also a very cold and big individual.	Alan is rough. Alan is cold. Alan is big. 	triple1 triple2 triple3 	("Alan" "is" "rough" "+") ("Alan" "is" "cold" "+") ("Alan" "is" "big" "+") 
AttNoneg1232-theory	sent2	578	Bob	Bob is blue from ink he spilled on himself while being kind and helping some children paint.	Bob is kind. Bob is blue. 	triple4 triple5 	("Bob" "is" "kind" "+") ("Bob" "is" "blue" "+") 
AttNoneg1232-theory	sent3	594	Gary	Gary, who is young, nice, green, and blue, is also rather big shaped.	Gary is young. Gary is nice. Gary is green. Gary is blue. Gary is big. 	triple6 triple7 triple8 triple9 triple10 	("Gary" "is" "young" "+") ("Gary" "is" "nice" "+") ("Gary" "is" "green" "+") ("Gary" "is" "blue" "+") ("Gary" "is" "big" "+") 
AttNoneg1232-theory	sent4	746		Young people who wear red lipstick are certainly kind.	If someone is red and young then they are kind.	rule1	((("someone" "is" "red" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1232-theory	sent5	905		You will find that a big, young, blue person is also quite round.	If someone is young and big and blue then they are round.	rule2	((("someone" "is" "young" "+") ("someone" "is" "big" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "round" "+"))
AttNoneg1232-theory	sent6	1565		Kind and blue people,though young,tend to be big.	If someone is kind and blue and young then they are big.	rule3	((("someone" "is" "kind" "+") ("someone" "is" "blue" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "big" "+"))
AttNoneg1232-theory	sent7	2015		Kind people, blue with sadness, and red with the first blushes of love are also found to be green with envy.	If someone is blue and red and kind then they are green.	rule4	((("someone" "is" "blue" "+") ("someone" "is" "red" "+") ("someone" "is" "kind" "+")) -> ("someone" "is" "green" "+"))
AttNoneg1232-theory	sent8	2133		People with rough red and blue skin are young.	If someone is rough and red and blue then they are young.	rule5	((("someone" "is" "rough" "+") ("someone" "is" "red" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "young" "+"))
AttNoneg1232-theory	sent9	2158		Take a drive and find a kind and blue driver, that means they are also young.	If someone is kind and blue then they are young.	rule6	((("someone" "is" "kind" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "young" "+"))

AttNoneg1233-theory	sent1	16	Dave	That rough but kind guy is Dave, the green one.	Dave is rough. Dave is kind. Dave is green. 	triple1 triple2 triple3 	("Dave" "is" "rough" "+") ("Dave" "is" "kind" "+") ("Dave" "is" "green" "+") 
AttNoneg1233-theory	sent2	454	Fred	Fred is still young and round, but he is nice to everyone and kind to animals.	Fred is young. Fred is round. Fred is nice. Fred is kind. 	triple4 triple5 triple6 triple7 	("Fred" "is" "young" "+") ("Fred" "is" "round" "+") ("Fred" "is" "nice" "+") ("Fred" "is" "kind" "+") 
AttNoneg1233-theory	sent3	328	Harry	Harry wears all blue.	Harry is blue. 	triple8 	("Harry" "is" "blue" "+") 
AttNoneg1233-theory	sent4	781		Though they were big and nice, they simultaneously were rough and aloof and seemed cold to others.	If someone is rough and big and nice then they are cold.	rule1	((("someone" "is" "rough" "+") ("someone" "is" "big" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "cold" "+"))
AttNoneg1233-theory	sent5	813		Someone who has a a young round face is often rough around the edges.	If someone is round and young then they are rough.	rule2	((("someone" "is" "round" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "rough" "+"))
AttNoneg1233-theory	sent6	936		Those who are nice but a bit rough around the edges are known for being blue.	If someone is nice and rough then they are blue.	rule3	((("someone" "is" "nice" "+") ("someone" "is" "rough" "+")) -> ("someone" "is" "blue" "+"))
AttNoneg1233-theory	sent7	1231		Try to cheer up those young folks that are rough and kind, for they are very likely feeling blue.	If someone is kind and rough and young then they are blue.	rule4	((("someone" "is" "kind" "+") ("someone" "is" "rough" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "blue" "+"))
AttNoneg1233-theory	sent8	1535		A person described as cold and kind can also be described as nice.	If someone is cold and kind then they are nice.	rule5	((("someone" "is" "cold" "+") ("someone" "is" "kind" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg1233-theory	sent9	1549		A human that's round, red and kind will be also be a green human.	If someone is red and round and kind then they are green.	rule6	((("someone" "is" "red" "+") ("someone" "is" "round" "+") ("someone" "is" "kind" "+")) -> ("someone" "is" "green" "+"))
AttNoneg1233-theory	sent10	2241		A blue, rough and round person will also be a big person.	If someone is blue and rough and round then they are big.	rule7	((("someone" "is" "blue" "+") ("someone" "is" "rough" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "big" "+"))

AttNoneg1234-theory	sent1	639	Bob	Bob is a nice round guy, which leads to him being red.	Bob is round. Bob is red. Bob is nice. 	triple1 triple2 triple3 	("Bob" "is" "round" "+") ("Bob" "is" "red" "+") ("Bob" "is" "nice" "+") 
AttNoneg1234-theory	sent2	417	Eric	Eric ate some rotten meat and now feels green.	Eric is green. 	triple4 	("Eric" "is" "green" "+") 
AttNoneg1234-theory	sent3	141	Fred	Fred is nice and young with red hair and a blue shirt.	Fred is young. Fred is red. Fred is nice. Fred is blue. 	triple5 triple6 triple7 triple8 	("Fred" "is" "young" "+") ("Fred" "is" "red" "+") ("Fred" "is" "nice" "+") ("Fred" "is" "blue" "+") 
AttNoneg1234-theory	sent4	78	Gary	Gary grew up in a family with six other boys and that make him a rough guy.  Right now he's feeling blue because his dog is sick.	Gary is rough. Gary is blue. 	triple9 triple10 	("Gary" "is" "rough" "+") ("Gary" "is" "blue" "+") 
AttNoneg1234-theory	sent5	982		If you meet a nice, young, red man, you will see that they are big too.	If someone is young and nice and red then they are big.	rule1	((("someone" "is" "young" "+") ("someone" "is" "nice" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "big" "+"))
AttNoneg1234-theory	sent6	1094		Kind big people are green and young.	If someone is kind and green and big then they are young.	rule2	((("someone" "is" "kind" "+") ("someone" "is" "green" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "young" "+"))
AttNoneg1234-theory	sent7	1147		A kind, cold, round person will be nice in addition.	If someone is cold and round and kind then they are nice.	rule3	((("someone" "is" "cold" "+") ("someone" "is" "round" "+") ("someone" "is" "kind" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg1234-theory	sent8	1155		Nice, green people that are somewhat round are big through the shoulders.	If someone is green and nice and round then they are big.	rule4	((("someone" "is" "green" "+") ("someone" "is" "nice" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "big" "+"))
AttNoneg1234-theory	sent9	1393		Someone who is colored both in red and green, while being kind to others, is a round person.	If someone is red and green and kind then they are round.	rule5	((("someone" "is" "red" "+") ("someone" "is" "green" "+") ("someone" "is" "kind" "+")) -> ("someone" "is" "round" "+"))
AttNoneg1234-theory	sent10	1674		A big and blue colored person is also certainly very kind.	If someone is blue and big then they are kind.	rule6	((("someone" "is" "blue" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1234-theory	sent11	2203		Anyone that's described as young, kind and blue can be said to be cold, too.	If someone is young and blue and kind then they are cold.	rule7	((("someone" "is" "young" "+") ("someone" "is" "blue" "+") ("someone" "is" "kind" "+")) -> ("someone" "is" "cold" "+"))

AttNoneg1235-theory	sent1	579	Alan	Alan was in a chemistry lab accident and turned blue and green which is even more obvious due to his round figure.	Alan is round. Alan is green. Alan is blue. 	triple1 triple2 triple3 	("Alan" "is" "round" "+") ("Alan" "is" "green" "+") ("Alan" "is" "blue" "+") 
AttNoneg1235-theory	sent2	432	Charlie	Charlie is big and rough.	Charlie is rough. Charlie is big. 	triple4 triple5 	("Charlie" "is" "rough" "+") ("Charlie" "is" "big" "+") 
AttNoneg1235-theory	sent3	526	Fred	Fred is big and tends to wear red shirts.	Fred is red. Fred is big. 	triple6 triple7 	("Fred" "is" "red" "+") ("Fred" "is" "big" "+") 
AttNoneg1235-theory	sent4	364	Gary	Gary is a nice, kind young man.  Gary keeps a sweater with him because he is always cold.	Gary is young. Gary is nice. Gary is kind. Gary is cold. 	triple8 triple9 triple10 triple11 	("Gary" "is" "young" "+") ("Gary" "is" "nice" "+") ("Gary" "is" "kind" "+") ("Gary" "is" "cold" "+") 
AttNoneg1235-theory	sent5	790		Blue Christmas ornaments are also red.	If someone is blue then they are red.	rule1	((("someone" "is" "blue" "+")) -> ("someone" "is" "red" "+"))
AttNoneg1235-theory	sent6	829		Kind, young, green persons are sure to be rough persons, too.	If someone is kind and young and green then they are rough.	rule2	((("someone" "is" "kind" "+") ("someone" "is" "young" "+") ("someone" "is" "green" "+")) -> ("someone" "is" "rough" "+"))
AttNoneg1235-theory	sent7	944		Young and nice people have great big smiles.	If someone is young and nice then they are big.	rule3	((("someone" "is" "young" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "big" "+"))
AttNoneg1235-theory	sent8	1943		Generally speaking, a person who is said to be nice, cold, and big, is someone with a blue color.	If someone is nice and cold and big then they are blue.	rule4	((("someone" "is" "nice" "+") ("someone" "is" "cold" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "blue" "+"))

AttNoneg1236-theory	sent1	28	Charlie	To the touch Charlie has rough, cold skin.	Charlie is rough. Charlie is cold. 	triple1 triple2 	("Charlie" "is" "rough" "+") ("Charlie" "is" "cold" "+") 
AttNoneg1236-theory	sent2	204	Dave	Dave is made of many colors, red and blue and green. He is also rough and cold.	Dave is rough. Dave is red. Dave is green. Dave is cold. Dave is blue. 	triple3 triple4 triple5 triple6 triple7 	("Dave" "is" "rough" "+") ("Dave" "is" "red" "+") ("Dave" "is" "green" "+") ("Dave" "is" "cold" "+") ("Dave" "is" "blue" "+") 
AttNoneg1236-theory	sent3	595	Harry	Harry is both young and fairly round in size.	Harry is young. Harry is round. 	triple8 triple9 	("Harry" "is" "young" "+") ("Harry" "is" "round" "+") 
AttNoneg1236-theory	sent4	649		All kind, red, and young people are also nice.	If someone is kind and red and young then they are nice.	rule1	((("someone" "is" "kind" "+") ("someone" "is" "red" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg1236-theory	sent5	1102		People who are blue and red and kind are described as being green.	If someone is red and kind and blue then they are green.	rule2	((("someone" "is" "red" "+") ("someone" "is" "kind" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "green" "+"))
AttNoneg1236-theory	sent6	1375		Someone who has rough nails and blue teeth as well as being kind to adults are often noted to having big fingers.	If someone is rough and blue and kind then they are big.	rule3	((("someone" "is" "rough" "+") ("someone" "is" "blue" "+") ("someone" "is" "kind" "+")) -> ("someone" "is" "big" "+"))
AttNoneg1236-theory	sent7	1396		Like a blueberry, a big blue person is round as anything.	If someone is blue and big then they are round.	rule4	((("someone" "is" "blue" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "round" "+"))
AttNoneg1236-theory	sent8	1576		A kind and nice person who is looking green is often red.	If someone is kind and nice and green then they are red.	rule5	((("someone" "is" "kind" "+") ("someone" "is" "nice" "+") ("someone" "is" "green" "+")) -> ("someone" "is" "red" "+"))
AttNoneg1236-theory	sent9	1771		People that are red and blue and green at the same time have a reason to be cold.	If someone is red and blue and green then they are cold.	rule6	((("someone" "is" "red" "+") ("someone" "is" "blue" "+") ("someone" "is" "green" "+")) -> ("someone" "is" "cold" "+"))
AttNoneg1236-theory	sent10	2294		If someone is red and green and feeels rough, they are kind.	If someone is rough and green and red then they are kind.	rule7	((("someone" "is" "rough" "+") ("someone" "is" "green" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "kind" "+"))

AttNoneg1237-theory	sent1	508	Eric	Eric fits the description of someone who is rough, red and blue.	Eric is rough. Eric is red. Eric is blue. 	triple1 triple2 triple3 	("Eric" "is" "rough" "+") ("Eric" "is" "red" "+") ("Eric" "is" "blue" "+") 
AttNoneg1237-theory	sent2	595	Fred	Fred is both young and fairly round in size.	Fred is young. Fred is round. 	triple4 triple5 	("Fred" "is" "young" "+") ("Fred" "is" "round" "+") 
AttNoneg1237-theory	sent3	297	Gary	Gary is young, rough and green, but he turns blue when he is cold like anyone else.	Gary is young. Gary is rough. Gary is green. Gary is cold. Gary is blue. 	triple6 triple7 triple8 triple9 triple10 	("Gary" "is" "young" "+") ("Gary" "is" "rough" "+") ("Gary" "is" "green" "+") ("Gary" "is" "cold" "+") ("Gary" "is" "blue" "+") 
AttNoneg1237-theory	sent4	1234		Any rather round person exposed to weather that leaves them red and cold will feel blue.	If someone is round and red and cold then they are blue.	rule1	((("someone" "is" "round" "+") ("someone" "is" "red" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "blue" "+"))
AttNoneg1237-theory	sent5	1376		Anyone you find who happens to be kind and blue will also be very nice.	If someone is kind and blue then they are nice.	rule2	((("someone" "is" "kind" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg1237-theory	sent6	1769		Round and big people are sure to be rough.	If someone is round and big then they are rough.	rule3	((("someone" "is" "round" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "rough" "+"))
